"year","geo","wstatus","worktime","age","sex","unit","isco08","values"
2019,"Serbia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",42.9
2020,"Serbia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",42.5
2021,"Serbia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",42.7
2022,"Serbia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",42.2
2023,"Serbia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",41.9
2014,"Sweden","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",38.1
2015,"Sweden","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",37.9
2016,"Sweden","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",38.3
2017,"Sweden","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",38
2018,"Sweden","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",38
2019,"Sweden","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",37.7
2020,"Sweden","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",36.8
2021,"Sweden","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",37.4
2022,"Sweden","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",37.5
2023,"Sweden","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",37.3
2014,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",40.4
2015,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",40.2
2016,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",39.6
2017,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",39.1
2018,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",39.3
2019,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",39.3
2020,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",39.9
2021,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",39.6
2022,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",39.3
2023,"Slovenia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",38.9
2014,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",38.9
2015,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",39.2
2016,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",39.1
2017,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",38.7
2018,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",38.8
2019,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",38.9
2020,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",38.3
2021,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",37.6
2022,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",37.4
2023,"Slovakia","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",37.3
2014,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",46.4
2015,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",46.1
2016,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",45.7
2017,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",45.2
2018,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",44.9
2019,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",44.4
2020,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",43.6
2021,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",44
2022,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",44.6
2023,"Türkiye","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",44.7
2014,"United Kingdom","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",39.1
2015,"United Kingdom","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",39
2016,"United Kingdom","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",39.2
2017,"United Kingdom","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",38.9
2018,"United Kingdom","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",38.8
2019,"United Kingdom","Employed persons","Full-time","From 20 to 64 years","Females","Hour","Total",39
2014,"Austria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",42.1
2015,"Austria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.7
2016,"Austria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.8
2017,"Austria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.5
2018,"Austria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.5
2019,"Austria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.5
2020,"Austria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.5
2021,"Austria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.3
2022,"Austria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.4
2023,"Austria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.2
2021,"Bosnia and Herzegovina","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",42.4
2022,"Bosnia and Herzegovina","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",42.4
2023,"Bosnia and Herzegovina","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",42.2
2014,"Belgium","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",42
2015,"Belgium","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",42.3
2016,"Belgium","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",42.2
2017,"Belgium","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.1
2018,"Belgium","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41
2019,"Belgium","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.1
2020,"Belgium","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",40
2021,"Belgium","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.2
2022,"Belgium","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.1
2023,"Belgium","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.1
2014,"Bulgaria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",40.7
2015,"Bulgaria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",40.8
2016,"Bulgaria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",40.8
2017,"Bulgaria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",40.6
2018,"Bulgaria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",40.4
2019,"Bulgaria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",40.2
2020,"Bulgaria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.9
2021,"Bulgaria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.9
2022,"Bulgaria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.6
2023,"Bulgaria","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.3
2014,"Switzerland","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",44.8
2015,"Switzerland","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",44.9
2016,"Switzerland","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",45
2017,"Switzerland","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",44.9
2018,"Switzerland","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",44.6
2019,"Switzerland","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",44.4
2020,"Switzerland","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",43.2
2021,"Switzerland","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",43.4
2022,"Switzerland","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",43.8
2023,"Switzerland","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",43.6
2014,"Cyprus","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.6
2015,"Cyprus","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.6
2016,"Cyprus","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",42
2017,"Cyprus","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.9
2018,"Cyprus","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.3
2019,"Cyprus","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",40.8
2020,"Cyprus","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",40.4
2021,"Cyprus","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",40.3
2022,"Cyprus","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",40.8
2023,"Cyprus","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.2
2014,"Czechia","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.5
2015,"Czechia","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.2
2016,"Czechia","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.5
2017,"Czechia","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.3
2018,"Czechia","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.1
2019,"Czechia","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41
2020,"Czechia","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.6
2021,"Czechia","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",40
2022,"Czechia","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.6
2023,"Czechia","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.7
2014,"Germany","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",42.2
2015,"Germany","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",42
2016,"Germany","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",42
2017,"Germany","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.6
2018,"Germany","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.4
2019,"Germany","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.3
2020,"Germany","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",40.1
2021,"Germany","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",40.2
2022,"Germany","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",40.1
2023,"Germany","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.6
2014,"Denmark","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",40.6
2015,"Denmark","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",40.7
2016,"Denmark","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",40.2
2017,"Denmark","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",40.2
2018,"Denmark","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.7
2019,"Denmark","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.3
2020,"Denmark","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.1
2021,"Denmark","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.7
2022,"Denmark","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",39.3
2023,"Denmark","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",38.9
2014,"Euro area – 20 countries (from 2023)","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.4
2015,"Euro area – 20 countries (from 2023)","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.3
2016,"Euro area – 20 countries (from 2023)","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.4
2017,"Euro area – 20 countries (from 2023)","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.2
2018,"Euro area – 20 countries (from 2023)","Employed persons","Full-time","From 20 to 64 years","Males","Hour","Total",41.1
